8.33520636348228e-07,8.24191595077081e-07,9.28708380280768e-07,7.68457012784329e-07,8.59623775149991e-07,9.26577398873895e-07,9.49137341285067e-07,8.34864596981432e-07,8.37519140544312e-07,9.73878354767806e-07,9.55593720682456e-07,6.94956551679717e-07,9.10822123119867e-07,8.89520000199183e-07,6.15137942010676e-07,9.25130075487856e-07,9.91232755792725e-07,9.83144799488033e-07,8.21531015118116e-07,8.32560257604822e-07,1
2.53173,2.5363079,2.4552206,2.5872291,2.7494042,2.3484553,2.4806392,2.4975027,2.4969061,2.6958067,2.3260368,2.5386055,2.494936,2.65058,2.5267148,2.4604303,2.4664245,2.5074906,2.4798566,2.3720969,2.51011869
52,51,51,53,53,51,51,51,51,53,51,51,52,53,52,50,51,50,50,51,51.4
4.34770152552298e-07,5.72370361735703e-07,6.78391669084762e-07,2.95472145734966e-07,4.02895568871385e-07,5.45939947568644e-07,4.54781879427703e-07,5.87032347817373e-07,5.72037464558967e-07,3.22263453939997e-07,5.27016794219002e-07,5.14215624573328e-07,4.7457288717936e-07,3.58767688962168e-07,3.67278742964144e-07,5.44491443889901e-07,5.63839092026192e-07,6.22521221706913e-07,6.57083225333128e-07,5.85871886495346e-07,5.04080679932064e-07
0.747713196657795,0.685516922542122,0.665637161081511,0.555708645403912,0.75058098536354,0.609080454278992,0.582007208827001,0.734399753986908,0.602185324778488,0.64089085779952,0.63270950822693,0.574602690581667,0.737940532761835,0.740009074156966,0.650393818264241,0.547427871004351,0.665471015862346,0.607530454960528,0.602872549249171,0.620710688391925,0
0.8767927,0.8033728,0.7873483,0.773032,0.8025117,0.8472979,0.7904654,0.801148,0.7900735,0.7749771,0.8418741,0.9096888,0.7680561,0.836332,0.8348625,0.7742,0.8167939,0.8582056,0.7962761,0.8158886,NaN
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,NaN
0.431447135657628,0.395050224430049,0.388907604216134,0.339440118483734,0.417797951769847,0.375537784835811,0.355372337153227,0.429937179326789,0.355576814598661,0.386693600060839,0.385552577623347,0.361432018939911,0.423426363941773,0.433920225139021,0.391425544793182,0.356867709857083,0.406275030078427,0.376983449772763,0.364939297601228,0.380190073487686,NaN
0.747726252121281,0.685525374611106,0.665648756102484,0.55572024454132,0.750591464560928,0.60909957313488,0.582027002271843,0.734415025021836,0.602198847007071,0.640905745432737,0.632724234879595,0.574623690181185,0.73795451783378,0.740026551857254,0.650411955552589,0.547441277818679,0.66548507624435,0.607545986944501,0.602885109345887,0.620729496564722,0
3.0903468,3.8527521,3.560659,4.0162918,3.7138787,2.953515,5.0764543,4.0562368,3.3586722,3.3636655,3.5291805,3.8628892,3.1387092,3.6358796,3.8571838,3.3901921,4.0304947,4.2117224,3.7187085,3.9963374,NaN
38,56,46,46,39,37,47,36,39,40,36,36,35,41,40,40,41,51,52,42,NaN
0.431446711663621,0.395049927389496,0.388907267861119,0.339439756064757,0.417797627591631,0.375537201887447,0.355371740420273,0.429935568620114,0.355576387664695,0.38669313696217,0.385551966612076,0.361430972553968,0.423425911311176,0.433919760486523,0.391424976599378,0.356867268040783,0.406274674328555,0.376981596887835,0.364938819551286,0.380189642627524,NaN
2.7184329897818e-10,0.00399370231936473,8.18693784233992e-08,8.87453897705977e-09,0.00157210370565619,4.86644005769238e-06,1.77752976374895e-09,0.000121695434501906,2.28663472380729e-08,2.27483109588563e-08,2.74605732744307e-09,1.33274455657108e-08,2.45640130604789e-06,4.70870948281485e-07,0.00211525060051168,1.48475978889737e-05,8.05475773190005e-08,2.46581517949496e-07,3.47531701042314e-10,2.9873491406779e-10,0.65
11.5907164,601.8875521,8.486366,6.4238803,600.1291324,600.671529,6.3355309,601.8691681,8.5261531,6.3718067,6.2961114,8.5353295,601.9595517,10.3227248,600.8634215,601.9362741,6.2669063,8.9955108,17.5300599,6.3537953,8.61806856923077
6,270,5,4,280,282,4,276,5,4,4,5,282,5,272,283,4,5,9,4,4.92307692307692
4.80098892348547e-12,0.000200950042942751,5.86753104828078e-11,9.03600828211055e-11,7.91002270029341e-05,2.44439784313345e-07,4.86522393998148e-11,6.07055813497877e-06,5.62447214070342e-11,3.44454107434844e-10,3.17856420584545e-11,3.43727131234052e-10,1.26335827784864e-07,7.45592043583936e-11,0.000108774621975968,7.91595707239442e-07,1.66782642936682e-09,7.69011095921932e-11,1.93217053299827e-13,1.97166916469411e-10,2.30411315430901e-10
6.10986767025992e-07,8.57493350179688e-07,8.74619785978789e-07,8.94537369207649e-07,5.46661959028498e-07,5.84744944132932e-07,7.0115595291794e-07,5.38770517088518e-07,8.06144056271286e-07,8.04043137080351e-07,9.50888027238505e-07,8.52477522015202e-07,9.48987768994035e-07,9.4663913084069e-07,5.5543357403991e-07,5.72127414617552e-07,6.77043369501176e-07,9.24606513198978e-07,5.22836461939722e-07,5.48438652828006e-07,1
19.9296212,19.1472335,19.2234635,19.1890661,20.3684636,19.8815214,19.844445,19.7996449,19.1949025,19.2245773,19.2206725,19.7319844,19.0633253,18.99157,19.0596225,19.704997,19.6955714,19.648798,19.6897422,20.2725513,19.54408868
31,30,30,30,32,31,31,31,30,30,30,31,30,30,30,31,31,31,31,32,30.65
3.71542871494319e-08,5.21300729172092e-08,5.20168004323496e-08,4.98991170482671e-08,3.4957930269486e-08,2.863683310508e-08,3.53526774814966e-08,2.69392245951597e-08,5.05795833942444e-08,4.86170817229639e-08,5.73454846785281e-08,5.50790980019735e-08,5.37236549926564e-08,5.82486071028342e-08,3.09628525932778e-08,3.45348781883296e-08,4.52978992258737e-08,5.41597586101325e-08,3.08058126355975e-08,3.2389491428378e-08,4.34415572786635e-08
8.67097577591994e-08,7.29561192925786e-08,8.17595939134815e-08,1.98445766139564e-07,2.2019136213443e-07,1.42741693526265e-07,1.96805036723123e-07,1.35965061538324e-07,1.93930658443769e-07,6.71031405995369e-08,1.94606004324976e-07,1.7182701296494e-07,2.26485255422539e-07,8.29974364179122e-08,1.3907240257153e-07,1.38659031464659e-07,NaN,9.9606277437895e-08,9.78404446788142e-08,1.90294489062442e-07,0.95
2.9381066,3.4821018,3.0224022,3.7796446,4.8244285,2.9990341,4.7810447,3.4930289,2.7507553,2.8813874,4.6251795,4.798592,4.8277186,3.0227423,3.3269721,2.7445752,3.2848567,4.8135671,4.4364304,4.4725947,3.79054242105263
22,23,22,23,23,23,22,22,21,22,23,22,22,22,23,22,15,23,23,22,22.3684210526316
