5.27579759027306e-07,1
0.5444966,0.5444966
31,31
5.33411038528653e-07,5.33411038528653e-07
0.192630416148566,0
0.3065445,NaN
31,NaN
1.20882084548766e-06,NaN
7.10334175103857e-06,0
0.9441835,NaN
34,NaN
3.820510037285e-06,NaN
1.42627448334592e-08,1
0.504651,0.504651
4,4
3.24823695051111e-10,3.24823695051111e-10
6.86125019975889e-07,1
0.6310218,0.6310218
30,30
4.354358764305e-08,4.354358764305e-08
