0.8,0.2980156,31.25,1.89933251687186e-10
1,0.1121628,31,2.22634452223383e-12
0.8,0.5421533,31.25,3.5172404508535e-16
0.8,0.3925891,7.25,1.16637249872227e-08
1,0.10036822,16.4,4.46517290452972e-08
