3.82380616610035e-07,9.5318747140431e-07,3.28334537565415e-09,4.04928651565592e-08,1.71125749892929e-07,0.2
0.3028537,0.4674468,0.2823656,0.3840495,0.343251,0.2823656
32,32,31,32,32,31
0.00219932727766649,0.0024386318844596,0.00218643058008888,0.00256678026394187,0.00259284782577548,0.00218643058008888
2.10267941789682e-08,5.30558706772086e-07,1.96547017616919e-07,2.0388748383207e-07,6.4266941429238e-08,0
0.1201079,0.1216433,0.1199816,0.1282601,0.1176597,NaN
32,32,32,32,32,NaN
0.00219932727485099,0.00243863186717615,0.00218643058090086,0.00256678026468943,0.00259284782505828,NaN
1.59433514390415e-09,6.90157513171317e-10,2.41762421794112e-08,5.34948762884855e-08,1.33733700397181e-08,0.4
0.6114519,0.6827575,0.4750412,0.4874281,0.4539792,0.6471047
31,32,32,32,32,31.5
0.00219932727484249,0.00243863185941892,0.00218643058010094,0.00256678026396474,0.0025928478249457,0.0023189795671307
1.9661463454907e-08,3.68405434060442e-11,1.04783254797757e-09,2.80102472803843e-08,2.57635962189322e-09,0.6
180.0169904,0.5342752,0.3041745,180.0258255,0.3017243,0.380058
2897,9,6,2941,5,6.66666666666667
0.00219932752737411,0.00243863185942027,0.00218643058010808,0.00256678026653852,0.002592847824953,0.00240597008816045
1.53291708548369e-10,6.02613080175129e-09,1.92652872547121e-12,2.25565780057809e-10,1.57604139485141e-10,1
0.1202368,0.1000989,0.0848567,0.0844574,0.0802923,0.09398842
17,17,15,14,14,15.4
0.00219932727485034,0.00243863186231045,0.00218643058008866,0.0025667802639112,0.00259284782494062,0.00239680356122025
