7.75270437518714e-15,2.59236903269341e-08,1.04478323736943e-07,8.97341160470147e-08,2.31779348952053e-11,1.06319688094488e-10,2.2230191965208e-15,6.66211500136267e-08,4.5822664609886e-09,4.85350231703765e-11,7.71375064511003e-07,1.47878543326276e-07,9.08368121291244e-10,3.9484878077136e-15,2.25706266633211e-08,2.42515166812717e-08,8.79357226196164e-08,5.26969109648859e-07,1.80034273004481e-07,5.49424064331605e-07,0.4
2.2475255,0.9678198,1.0377345,0.9117512,1.004022,0.9529885,0.9750114,0.9280836,1.0246739,0.7781163,0.9248078,0.8619492,0.8967187,1.0400605,1.0280985,1.0424857,1.3294791,0.9531283,0.9314031,0.9000606,1.1148896
31,32,32,32,31,31,31,32,31,31,32,32,31,31,32,32,32,32,32,32,31
6.65122682666898e-16,3.02878216376305e-09,1.24620610463868e-08,7.69929910878135e-09,2.5084813734117e-12,1.04878350464554e-11,2.21257300998774e-16,6.15690300584157e-09,3.78078387618493e-10,4.79562042161917e-12,9.28190444543189e-08,1.5836354786169e-08,9.54615756550064e-11,3.58134199945101e-16,2.20322666184423e-09,2.41449374804687e-09,9.9801003753077e-09,4.58170477219542e-08,1.58686518719972e-08,5.13366448333608e-08,6.14166430786462e-11
9.23725042216469e-13,1.80316069485399e-11,1.76743896066129e-11,1.7625058317461e-12,1.20419700113117e-12,2.64388073722372e-11,9.36502593157773e-12,1.9745588857121e-12,2.48251658560463e-12,1.30942743788776e-11,1.8077914993307e-11,2.95183333257699e-12,9.290590797456e-14,1.43542620279279e-12,1.64705568866667e-12,7.64894684276758e-12,2.13472437408989e-14,9.77322849612037e-12,4.5418776360219e-11,1.22985414947494e-11,1
0.5886517,0.5168182,0.5947124,0.514833,0.5913189,0.5414816,0.5065454,0.5166773,0.5007726,0.4819486,0.4979376,0.490432,0.5053422,0.4908091,0.4952911,0.5294504,0.5352308,0.4845972,0.4872331,0.4601742,0.51651287
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
7.88593821848434e-14,2.10671431622838e-12,2.10818200829739e-12,1.51225216890858e-13,1.30326806051042e-13,2.60803860135666e-12,8.73441736099387e-13,1.82482117832077e-13,2.04830062280027e-13,1.29381147090486e-12,2.17530339447932e-12,3.16112669396656e-13,9.76389616067094e-15,1.2767273534397e-13,1.60776987846492e-13,7.61533172137408e-13,2.42368549673025e-15,8.49728134012429e-13,4.00331969368337e-12,1.14914125314833e-12,9.64684366991545e-13
3.47165891112336e-12,3.61491335014719e-15,2.27557906406859e-15,2.68980609620859e-15,3.85061416631338e-09,2.84628230873376e-15,6.17821192844787e-15,3.24312995694596e-15,3.39669309576788e-15,2.56888497899706e-14,3.28760776183629e-13,3.53681819920715e-15,3.19372423181273e-15,4.06383678926318e-15,2.99972203784883e-15,1.78277862851637e-15,3.70090463059204e-15,1.87439988174813e-15,3.49345724575145e-15,1.14809080064635e-12,1
1.901841,2.4814865,2.4702643,2.4658671,2.3132897,2.2268733,2.5648238,2.0263023,2.2764685,1.8757328,2.1519268,2.1752796,2.3474638,2.0056537,2.5706335,2.5047605,2.7647707,1.7671843,2.0647079,1.8783644,2.241684725
